0,0,0,500,2000,3000,5000,500,0,5000,1000,500,500,500,500,500,0,5000,5000,0,500,500,5000,500,1500,500,1000,500,500,3000,500,500,1000,0,5000,2000,5000,500,500,1000,5000,500,1000,5000,500,5000,500,0,500,0,
2500,1500,500,500,500,1000,5000,5000,0,4500,500,500,500,500,5000,5000,4500,500,500,500,5000,0,500,1000,0,500,5000,5000,500,5000,5000,0,500,500,1500,5000,5000,500,1000,1000,500,5000,5000,500,3000,500,5000,500,1000,1000,
0,500,5000,500,500,1500,5000,3000,1500,500,5000,500,500,500,3500,500,5000,5000,5000,500,500,500,3500,2500,5000,3000,500,500,500,1000,500,1500,500,500,0,500,500,500,500,5000,5000,500,1500,2500,500,2000,4000,0,5000,0,
0,0,3500,3500,500,500,5000,500,500,5000,500,2500,500,500,1000,5000,500,5000,500,500,5000,500,1000,500,2000,4500,5000,500,500,1000,500,500,500,500,500,500,2500,5000,5000,500,1500,500,1000,500,500,500,5000,2000,3500,5000,
0,5000,500,1000,500,1000,5000,5000,1000,500,5000,5000,500,500,4500,500,2000,500,1500,0,0,3000,1500,1500,500,3000,1000,5000,5000,500,500,5000,5000,5000,5000,500,2500,1500,500,5000,500,500,1000,500,500,2000,1000,500,5000,500,
